"(""Hidden Markov model"" OR ""Speaker recognition"" OR ""Speech recognition"")","44065","['A Neural Predictive Hidden Markov Model Architecture for Speech and Speaker Recognition', 'Generalised Fuzzy Hidden Markov Models for Speech Recognition', 'Speech Silicon: An FPGA Architecture for Real-Time Hidden Markov-Model-Based Speech Recognition', 'A Frequency Spectral Feature Modeling for Hidden Markov Model Based Automated Speech Recognition', 'The Hidden Markov Model of co-articulation and its application to the continuous speech recognition', 'Combining Neural Networks and Hidden Markov Models for Speech Recognition', 'Implementing a Hidden Markov Model Speech Recognition System in Programmable Logic', 'Improved hidden Markov model for speech recognition and POS tagging', 'Hidden Markov Model for Speech Recognition System—A Pilot Study and a Naive Approach for Speech-To-Text Model', 'A comparative review of dynamic neural networks and hidden Markov model methods for mobile on-device speech recognition', 'Speech recognition using hybrid hidden markov model and NN classifier', 'Efficient Speaker Independent Isolated Speech Recognition for Tamil Language Using Wavelet Denoising and Hidden Markov Model', 'A Hidden Markov Model based Speech Recognition Approach to Automated Cryptanalysis of Two Time Pads', 'Hidden Markov Modeling (HMM)', 'Speaker Independent Continuous Speech Recognition Using Continuous Density Hidden Markov Models', 'Neural network based continuous speech recognition by combining self organizing feature maps and Hidden Markov Modeling', 'Hidden Markov Models for Speech Recognition — Strengths and Limitations', 'Robust Speech Recognition Using Wavelet Domain Front End and Hidden Markov Models', 'Maximum Mutual Information Estimation of Hidden Markov Models', 'A Configurable Logic Based Architecture for Real-Time Continuous Speech Recognition Using Hidden Markov Models']","['VLSI Artificial Neural Networks Engineering', 'Advances in Soft Computing — AFSS 2002', 'EURASIP Journal on Embedded Systems', 'Recent Trends in Networks and Communications', 'Journal of Electronics', 'Neural Nets WIRN VIETRI-98', 'Field-Programmable Logic and Applications', 'Journal of Central South University', 'Speech and Language Processing for Human-Machine Communications', 'Neural Computing and Applications', 'International Journal of Speech Technology', 'Proceedings of the Fourth International Conference on Signal and Image Processing 2012', 'Advances in Computational Algorithms and Data Analysis', 'Fundamentals of Speaker Recognition', 'Speech Recognition and Understanding', 'Neural Networks', 'Speech Recognition and Understanding', 'Emerging Research in Electronics, Computer Science and Technology', 'Automatic Speech and Speaker Recognition', 'Journal of VLSI signal processing systems for signal, image and video technology']","(""Hidden Markov model"" OR ""Speaker recognition"" OR ""Speech recognition"") AND (title: ""A Neural Predictive Hidden Markov Model Architecture for Speech and Speaker Recognition"")","1","['A Neural Predictive Hidden Markov Model Architecture for Speech and Speaker Recognition']","['VLSI Artificial Neural Networks Engineering']","True","18:10:31"
"(""Algorithm"" OR ""Cubic function"" OR ""Experiment"" OR ""FLOPS"")","3947795","['Reduction in Purely Cubic Function Fields of Unit Rank One', 'Unit computation in purely cubic function fields of unit rank 1', 'Tabulation of Cubic Function Fields with Imaginary and Unusual Hessian', 'The unit rank classification of a cubic function field by its discriminant', 'Algorithmic Aspects of Cubic Function Fields', 'The Cubic Function x 3 + ax 2 + bx + c', 'An exact algorithm for selecting partial scan flip-flops', 'An Efficient Timing and Clock Tree Aware Placement Flow with Multibit Flip-Flops for Power Reduction', 'Layout Driven Selection and Chaining of Partial Scan Flip-Flops', 'Automatic Replacement of Flip-Flops by Latches in ASICs', 'From Flops to Udaps: Algorithms, Benchmarking and Tuning', 'Neural network processing elements as a new generation of ”flip-flops”', 'Statistical Modeling of Logic Gates and Flip-Flops for High Speed CMOS Circuits Applications', 'Design of testable sequential circuits by repositioning flip-flops', 'Comparative Analysis of Flip-Flops and Application of Data-Gating in Dynamic Flip-Flops for High Speed, Low Active and Low Leakage Power Dissipation', 'A Method of Receiving and Writing Binary Data in Flip-Flops', 'Linear Least Squares Problems', 'Flip-flops soft error rate evaluation approach considering internal single-event transient', 'Direct Methods for Linear Systems', 'Unified Gated Flip-Flops for Reducing the Clocking Power in Register Circuits']","['Algorithmic Number Theory', 'Algorithmic Number Theory', 'Algorithmic Number Theory', 'manuscripta mathematica', 'Algorithmic Number Theory', 'An Atlas of Functions', 'Journal of Electronic Testing', 'VLSI Design and Test', 'Journal of Electronic Testing', 'Closing the Gap Between ASIC & Custom', 'High-Performance Computing', ""Advances in Computing and Information — ICCI '91"", 'Silicon', 'Journal of Electronic Testing', 'Power Aware Computing', 'Measurement Techniques', 'Numerical Methods in Matrix Computations', 'Science China Information Sciences', 'Numerical Methods in Matrix Computations', 'Integrated Circuit and System Design. Power and Timing Modeling, Optimization, and Simulation']","(""Algorithm"" OR ""Cubic function"" OR ""Experiment"" OR ""FLOPS"") AND (title: ""Reduction in Purely Cubic Function Fields of Unit Rank One"")","1","['Reduction in Purely Cubic Function Fields of Unit Rank One']","['Algorithmic Number Theory']","True","18:10:49"
"(""1:1 pixel mapping"" OR ""Bands"" OR ""Body mass index"" OR ""Convolution"")","1545613","['Body Mass Index (BMI)', 'Laparoscopic adjustable gastric banding for massive superobesity ( > 60 body mass index kg/m2)', 'The Effect of Gastric Band Slippage on Patient Body Mass Index and Quality of Life', 'Two Years of Practice in Adjustable Silicone Gastric Banding (LAP-BAND™): Evaluation of Variations of Body Mass Index, Percentage Ideal Body Weight and Percentage Excess Body Weight', 'Laparoscopic Adjustable Banded Sleeve Gastrectomy as a Primary Procedure for the Super-Super Obese (Body Mass Index\u2009>\u200960 kg/m2)', 'The Italian Group for LAP-BAND: predictive value of initial body mass index for weight loss after 5 years of follow-up', 'Laparoscopic adjustable banded roux-en-y gastric bypass as a primary procedure for the super-super-obese (body mass index > 60 kg/m2)', 'A 12-Month Review of Revisional Single Anastomosis Gastric Bypass for Complicated Laparoscopic Adjustable Gastric Banding for Body Mass Index over 35', 'Body Mass Index', 'Body Mass Index', 'IFSO 2017 22nd World Congress', 'Scoring CT/HRCT findings among asbestos-exposed workers: effects of patient’s age, body mass index and common laboratory test results', 'Abstracts from the 18th World Congress of the International Federation for the Surgery of Obesity & Metabolic Disorders (IFSO), Istanbul, Turkey 28-31 August 2013', 'Abstracts', 'Impact of Age, Sex and Body Mass Index on Outcomes at Four Years after Gastric Banding', 'Early U.S. outcomes after laparoscopic adjustable gastric banding in patients with a body mass index less than 35 kg/m2', 'Abstracts from the 19th World Congress of the International Federation for the Surgery of Obesity & Metabolic Disorders (IFSO), Montreal, Canada 26–30 August 2014', 'Abstracts of the IDF Congress in Paris 2003', 'Erratum to: Obesity and Gastroesophageal Reflux: Quantifying the Association Between Body Mass Index, Esophageal Acid Exposure, and Lower Esophageal Sphincter Status in a Large Series of Patients with Reflux Symptoms', 'Body-Mass Index']","['Encyclopedia of Public Health', 'Surgical Endoscopy And Other Interventional Techniques', 'Obesity Surgery', 'Obesity Surgery', 'Obesity Surgery', 'Surgical Endoscopy And Other Interventional Techniques', 'BMC Surgery', 'Obesity Surgery', 'Encyclopedic Reference of Molecular Pharmacology', 'Encyclopedia of Cancer', 'Obesity Surgery', 'European Radiology', 'Obesity Surgery', 'Diabetologia', 'Obesity Surgery', 'Surgical Endoscopy', 'Obesity Surgery', 'Diabetologia', 'Journal of Gastrointestinal Surgery', 'Encyclopedia of Cancer']","(""1:1 pixel mapping"" OR ""Bands"" OR ""Body mass index"" OR ""Convolution"") AND (title: ""Body Mass Index (BMI)"")","6","['Body Mass Index (BMI)', 'Body Mass Index (BMI)', 'Body Mass Index (BMI)', 'body-mass-index (BMI)', 'Body mass index (BMI)', 'Body Mass Index (BMI)']","['Encyclopedia of Neuroscience', 'Encyclopedia of Molecular Pharmacology', 'Encyclopedia of Child Behavior and Development', 'Dictionary of Pharmaceutical Medicine', 'Dictionary of Rheumatology', 'Mortality and Its Risk Factors Among Professional Athletes']","True","18:11:28"
"(""Artificial neural network"" OR ""Deconvolution"" OR ""Energy level"" OR ""Estimation theory"")","212849","['Extraction of target region in lung immunohistochemical image based on artificial neural network', 'Artificial Neural Network Based in Vitro-in Vivo Correlations', 'Inverse Problem Solution in Acoustic Emission Source Analysis: Classical and Artificial Neural Network Approaches', 'Artificial neural networks', 'Neural networks for kinetic parameters determination, signal filtering and deconvolution in thermal analysis', 'Eddy Current Signal Deconvolution Technique for the Improvement of Steam Generator Tubing Burst Pressure Predictions', 'A Novel Method for Automatic Defect Classification Using Artificial Neural Networks', 'Artificial Neural network modeling', 'Inverting SP Logs Using Artificial Neural Networks and the Application in Reservoir Characterisation', 'An Artificial Neural Network Classifier Design Based-on Variable Kernel and Non-Parametric Density Estimation', 'Artificial neural network for detecting incorrectly fixed phase ambiguities for L1 mass-market receivers', 'Artificial Neural Network', 'Correction to: Artificial neural network modelling of Cr(VI) surface adsorption with NiO nanoparticles using the results obtained from optimization of response surface methodology', 'ANN – Artificial Neural Network', 'Artificial Neural Network', 'Erratum to: Estimating leaf chlorophyll contents by combining multiple spectral indices with an artificial neural network', 'RETRACTED ARTICLE: Artificial neural network for prediction of mixed response variables: simulation and application', 'Artificial Neural Network']","['Multimedia Tools and Applications', 'In Vitro-in Vivo Correlations', 'Universality of Nonclassical Nonlinearity', 'Fuzzy and Neuro-Fuzzy Intelligent Systems', 'Journal of thermal analysis', 'Journal of Nondestructive Evaluation', 'Review of Progress in Quantitative Nondestructive Evaluation', 'Encyclopedia of the Sciences of Learning', 'Soft Computing for Reservoir Characterization and Modeling', 'Neural Processing Letters', 'GPS Solutions', 'Encyclopedia of Public Health', 'Neural Computing and Applications', 'Encyclopedia of Tribology', 'Encyclopedia of Sciences and Religions', 'Earth Science Informatics', 'Neural Computing and Applications', 'Encyclopedia of GIS']","(""Artificial neural network"" OR ""Deconvolution"" OR ""Energy level"" OR ""Estimation theory"") AND (title: ""Extraction of target region in lung immunohistochemical image based on artificial neural network"")","1","['Extraction of target region in lung immunohistochemical image based on artificial neural network']","['Multimedia Tools and Applications']","True","18:11:46"
"(""Accessibility"" OR ""Experience"" OR ""Experiment"" OR ""Knowledge society"")","5027877","['Is Accessibility an Issue in the Knowledge Society? Modern Web Applications in the Light of Accessibility', 'Education and the Knowledge Society', 'Inclusive Social Tagging: A Paradigm for Tagging-Services in the Knowledge Society', 'Human Contacts in Knowledge Society: An Analytical Perspective', 'Learning to Live in the Knowledge Society', 'Best Practices for the Knowledge Society. Knowledge, Learning, Development and Technology for All', 'Key Competencies in the Knowledge Society', 'Information Technology and Educational Management in the Knowledge Society', 'Organizational, Business, and Technological Aspects of the Knowledge Society']","['Organizational, Business, and Technological Aspects of the Knowledge Society', 'IFIP International Federation for Information Processing', 'Emerging Technologies and Information Systems for the Knowledge Society', 'Knowledge and Networks in a Dynamic Economy', 'IFIP – The International Federation for Information Processing', 'Communications in Computer and Information Science', 'IFIP Advances in Information and Communication Technology', 'IFIP International Federation for Information Processing', 'Communications in Computer and Information Science']","(""Accessibility"" OR ""Experience"" OR ""Experiment"" OR ""Knowledge society"") AND (title: ""Is Accessibility an Issue in the Knowledge Society? Modern Web Applications in the Light of Accessibility"")","1","['Is Accessibility an Issue in the Knowledge Society? Modern Web Applications in the Light of Accessibility']","['Organizational, Business, and Technological Aspects of the Knowledge Society']","True","18:12:03"
"(""Multisample anti-aliasing"" OR ""Sampling"")","3493199","['A performance and energy evaluation of many-light rendering algorithms', 'Anti-Aliasing', 'Developing the 3D Software', 'A unified approach to adapt scientific visualization systems to third-party solvers', 'Putting It All Together']","['The Visual Computer', 'Computergrafik und Bildverarbeitung', 'The History of Visual Magic in Computers', 'Programming and Computer Software', 'Pro OpenGL ES for iOS']","(""Multisample anti-aliasing"" OR ""Sampling"") AND (title: ""A performance and energy evaluation of many-light rendering algorithms"")","1","['A performance and energy evaluation of many-light rendering algorithms']","['The Visual Computer']","True","18:12:33"
"(""Algorithm"" OR ""Box blur"" OR ""Circuit restoration"" OR ""Deconvolution"")","1400901","['circuit restoration', 'Extended Mumford-Shah Regularization in Bayesian Estimation for Blind Image Deconvolution and Segmentation', 'Iterative Blind Deconvolution Method With use of Lucy’s Algorithm: Application to IR Speckle Data', 'A decentralized parallel one-pass fixed-interval deconvolution algorithm for multisensor systems with multiplicative noises', 'Fluorescence Microscopy Deconvolution Based on Bregman Iteration and Richardson-Lucy Algorithm with TV Regularization', 'Post-Reconstruction Partial Volume Correction of PET Images Using Iterative Deconvolution Algorithm and Anatomical Priors', 'Combining Genetic Algorithm and Simulated Annealing to Design H 2 / H \u2009∞\u2009 Deconvolution Filter with Missing Observations', 'A Deconvolution Algorithm for Gamma Spectrum Based on Energy Resolution Calibration', 'An Iterative Deconvolution Algorithm for the Reconstruction of High-Voltage Impulses Distorted by the Measuring System', 'The Use of Modified Deconvolution Averaging Algorithm for the Analysis of Auditory Evoked Activity', 'Novel Image Deconvolution Algorithm Based on the ROF Model', 'Effects of Deconvolution Procedures on Size Estimates in the Born Inversion Algorithm', 'Iterative Deconvolution Algorithm for Improving Range Resolution of a CO2-Laser Based Lidar System', 'An algorithm and computer program for deconvolution in linear pharmacokinetics', 'A simulated annealing version of the EM algorithm for non-Gaussian deconvolution', 'A Frequency-Domain Normalized Multichannel Blind Deconvolution Algorithm for Acoustical Signals']","['Computer Science and Communications Dictionary', 'Combinatorial Image Analysis', 'Very High Angular Resolution Imaging', 'Journal of Ocean University of Qingdao', 'Bildverarbeitung für die Medizin 2008', 'World Congress on Medical Physics and Biomedical Engineering, September 7 - 12, 2009, Munich, Germany', 'Opportunities and Challenges for Next-Generation Applied Intelligence', 'Proceedings of The 20th Pacific Basin Nuclear Conference', 'Fast Electrical and Optical Measurements', '25th Southern Biomedical Engineering Conference 2009, 15 – 17 May 2009, Miami, Florida, USA', 'Bio-inspired Computing – Theories and Applications', 'Review of Progress in Quantitative Nondestructive Evaluation', 'Optical Review', 'Journal of Pharmacokinetics and Biopharmaceutics', 'Statistics and Computing', 'Independent Component Analysis and Blind Signal Separation']","(""Algorithm"" OR ""Box blur"" OR ""Circuit restoration"" OR ""Deconvolution"") AND (title: ""circuit restoration"")","1","['circuit restoration']","['Computer Science and Communications Dictionary']","True","18:12:59"
"(""Agent-based model"" OR ""Agile software development"" OR ""Bayesian network"" OR ""Best practice"")","185565","['Method for Getting Parameters of Agent-Based Modeling Using Bayesian Network: A Case of Medical Insurance Market', 'Ontology and Agent Based Model for Software Development Best Practices’ Integration in a Knowledge Management System', 'An Agent-Based Model for Detection in Economic Networks', 'Bayesian networks and agent-based modeling approach for urban land-use and population density change: a BNAS model', 'Coping with Uncertainty in Schema Matching: Bayesian Networks and Agent-Based Modeling Approach', 'Author Correction: Ecosystem engineering as an energy transfer process: a simple agent-based model', 'Linking Participatory, Bayesian, and Agent-Based Modeling Techniques to Simulate Coupled Natural-Human System: A Case Study with Ranchers in Sonora, Mexico', 'Agent-Based Modeling Approaches to Multi-Scale Systems Biology: An Example Agent-Based Model of Acute Pulmonary Inflammation', 'Erratum to: Heterogeneous expectations leading to bubbles and crashes in asset markets: Tipping point, herding behavior and group effect in an agent-based model', 'Successful approaches for teaching agent-based simulation', 'The Agriculture Supply Chain in Uganda: The Design of an Agent Based Model', 'Assessing Nonlinear Behaviors in an Agent-Based Model', 'An agent-based model of building occupant behavior during load shedding', 'Large-Scale Agent-Based Modeling with Repast HPC: A Case Study in Parallelizing an Agent-Based Model']","['Agent-Based Approaches in Economics and Social Complex Systems IX', 'On the Move to Meaningful Internet Systems 2006: OTM 2006 Workshops', 'Highlights of Practical Applications of Agents, Multi-Agent Systems, and Complexity: The PAAMS Collection', 'Journal of Geographical Systems', 'E-Technologies', 'Theoretical Ecology', 'Environmental Modeling with Stakeholders', 'Systems Biology', 'Journal of Open Innovation: Technology, Market, and Complexity', 'Agent-Based Modeling and Simulation', 'Collaborative Approach to Trade', 'Uncertainty and Sensitivity Analysis in Archaeological Computational Modeling', 'Building Simulation', 'Euro-Par 2015: Parallel Processing Workshops']","(""Agent-based model"" OR ""Agile software development"" OR ""Bayesian network"" OR ""Best practice"") AND (title: ""Method for Getting Parameters of Agent-Based Modeling Using Bayesian Network: A Case of Medical Insurance Market"")","1","['Method for Getting Parameters of Agent-Based Modeling Using Bayesian Network: A Case of Medical Insurance Market']","['Agent-Based Approaches in Economics and Social Complex Systems IX']","True","18:13:16"
"(""Biological system"" OR ""Computer"" OR ""Ecosystem services"" OR ""Irreducible complexity"")","2701871","['Irreducible Complexity and The Problem of Biochemical Emergence', 'The Omega Number: Irreducible Complexity in Pure Math', 'The Halting Probability Omega: Irreducible Complexity in Pure Mathematics', 'The Irreducible Complexity of Objectivity', 'Urbanization: Challenge and Opportunity for Soil Functions and Ecosystem Services']","['Biology and Philosophy', 'Mathematical Knowledge Management', 'Milan Journal of Mathematics', 'Synthese', 'Springer Geography']","(""Biological system"" OR ""Computer"" OR ""Ecosystem services"" OR ""Irreducible complexity"") AND (title: ""Irreducible Complexity and The Problem of Biochemical Emergence"")","1","['Irreducible Complexity and The Problem of Biochemical Emergence']","['Biology and Philosophy']","True","18:13:32"
"(""Approximation algorithm"" OR ""Flow network"" OR ""Multi-objective optimization"" OR ""NP "")","362946","['Study on multi-objective optimization of flow allocation in a multi-commodity stochastic-flow network with unreliable nodes', 'Speeding up Approximation Algorithms for NP-Hard Spanning Forest Problems by Multi-objective Optimization', 'New approaches to multi-objective optimization', 'Approximability and Hardness in Multi-objective Optimization', 'A Self-adaptive Greedy Scheduling Scheme for a Multi-Objective Optimization on Identical Parallel Machines', 'Approximation Schemes for Multi-objective Optimization with Quadratic Constraints of Fixed CP-Rank', 'Multi-Objective Evolutionary Algorithm Based on Decomposition for Air Traffic Flow Network Rerouting Problem', 'An approximation algorithm for convex multi-objective programming problems', 'Multi-objective Optimization', 'Iterative Rounding for Multi-Objective Optimization Problems', 'Self-adaptive Multi-objective Optimization Differential Evolution', 'Modelling and planning reliable wireless sensor networks based on multi-objective optimization genetic algorithm with changeable length', 'A Population-P-Systems-Inspired Membrane Algorithm for Multi-objective Optimization']","['Journal of Applied Mathematics and Computing', 'LATIN 2006: Theoretical Informatics', 'Mathematical Programming', 'Programs, Proofs, Processes', 'Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing', 'Algorithmic Decision Theory', 'Intelligent Data Engineering and Automated Learning – IDEAL 2013', 'Journal of Global Optimization', 'Multi-objective Management in Freight Logistics', 'Algorithms - ESA 2009', 'Multi-Objective Optimization Problems', 'Journal of Heuristics', 'Bio-Inspired Computing - Theories and Applications']","(""Approximation algorithm"" OR ""Flow network"" OR ""Multi-objective optimization"" OR ""NP "") AND (title: ""Study on multi-objective optimization of flow allocation in a multi-commodity stochastic-flow network with unreliable nodes"")","1","['Study on multi-objective optimization of flow allocation in a multi-commodity stochastic-flow network with unreliable nodes']","['Journal of Applied Mathematics and Computing']","True","18:13:46"
"(""Application programming interface"" OR ""CCIR System A"" OR ""Display resolution"" OR ""Executable"")","62628","['Application Programming Interface (API)', 'Application Programming Interface (MAPI)', 'Application Programming Interface (API)', 'PCI-DDC Application Programming Interface: Performance in User-Level Messaging', 'PHI: Physics Application Programming Interface', 'Recent Additions on the Application Programming Interface of the TMO Support Middleware', 'TeleTrusT-Security Application Programming Interface', 'OMPT: An OpenMP Tools Application Programming Interface for Performance Analysis', 'Data Extraction from Online Social Networks Using Application Programming Interface in a Multi Agent System Approach', 'Kryptographisches Application Programming Interface', 'Application Programming Interface for WOSP/WOSRP', 'The CICS application programming interface definition', 'DMajor—Application Programming Interface for Database Mining', 'Computational toxicology using the OpenTox application programming interface and Bioclipse', 'AMBIT RESTful web services: an implementation of the OpenTox application programming interface', 'Business Application Programming Interfaces', 'NoC Application Programming Interfaces', 'HTTP API Design', 'Enabling Better Interoperability for HealthCare: Lessons in Developing a Standards Based Application Programing Interface for Electronic Medical Record Systems', 'Guest Editors’ Introduction: Special Issue on Interoperability, Federation Frameworks and Application Programming Interfaces for IaaS Clouds']","['Encyclopedia of Biometrics', 'Dynamic Modules', 'Getting Started with Tiva ARM Cortex M4 Microcontrollers', 'Euro-Par 2000 Parallel Processing', 'Entertainment Computing - ICEC 2006', 'Composition of Embedded Systems. Scientific and Industrial Issues', 'Sicherheitsschnittstellen — Konzepte, Anwendungen und Einsatzbeispiele', 'OpenMP in the Era of Low Power Devices and Accelerators', 'Transactions on Computational Collective Intelligence XI', 'Sicherheitsschnittstellen — Konzepte, Anwendungen und Einsatzbeispiele', 'Distributed Communities on the Web', 'Z User Workshop, Oxford 1990', 'Data Mining and Knowledge Discovery', 'BMC Research Notes', 'Journal of Cheminformatics', 'SAP® R/3® Interfacing using BAPIs', 'Networks on Chip', 'Advanced Microservices', 'Journal of Medical Systems', 'Journal of Grid Computing']","(""Application programming interface"" OR ""CCIR System A"" OR ""Display resolution"" OR ""Executable"") AND (title: ""Application Programming Interface (API)"")","2","['Application Programming Interface (API)', 'Application Programming Interface (API)']","['Encyclopedia of Biometrics', 'Getting Started with Tiva ARM Cortex M4 Microcontrollers']","True","18:14:05"
"(""Cathode ray tube"" OR ""Information system"" OR ""Real-time computing"" OR ""Touchscreen"")","555582","['An historical survey of early real-time computing developments in the U.S.', 'Real Time Computing', 'real-time computing', 'Real Time Computing Requirements of the “Fieldbus”', 'Formal Methods and Algorithms for Parallel Real-Time Computing', 'What Role Should Be Played by Slovenia in Real-Time Computing Research, Development and Technology', 'Object-Oriented Real-Time Computing', 'State-of-the-Art in Real-Time Computing Research, Development and Technology', 'The Role of Academia, Industry and Government in Real-Time Computing', 'Performance Evaluation Issues in Real-time Computing', 'Guest editorial: special issue on embedded and real-time computing systems and applications', 'The State-of-the-Art in Real-Time Computing', 'Introduction to Real-Time Computing', 'cathode-ray-tube storage', 'The Role of Academia, Industry and Government in Real-Time Computing', 'The Role of Standards in Real-Time Computing', 'Predictability Versus Adaptability in Real-Time Computing Thomas']","['Real-Time Systems', 'NATO ASI Series', 'Computer Science and Communications Dictionary', 'Real Time Computing', 'Real Time Computing', 'Real Time Computing', 'Real Time Computing', 'Real Time Computing', 'Real Time Computing', '', 'Real-Time Systems', 'Real Time Computing', 'Real-Time UNIX® Systems', 'Computer Science and Communications Dictionary', 'Real Time Computing', 'Real Time Computing', 'Real Time Computing']","(""Cathode ray tube"" OR ""Information system"" OR ""Real-time computing"" OR ""Touchscreen"") AND (title: ""An historical survey of early real-time computing developments in the U.S."")","1","['An historical survey of early real-time computing developments in the U.S.']","['Real-Time Systems']","True","18:14:20"
"(""Computer"" OR ""Design tool"" OR ""Digital imaging"" OR ""Digital media"")","2654217","['Digital Imaging', 'International Digital Imaging Correlation Society', 'Journal of Digital Imaging', 'Digital Imaging and Telemedicine', 'Android UI Theme Design and Digital Media Concepts', 'Digital Imaging', 'Design and Implementation of a Video-Zoom Driven Digital Audio-Zoom System for Portable Digital Imaging Devices', 'Digital Imaging', 'Computer Structures for Digital Imaging', 'Computer hardware considerations in digital imaging', 'From Digital Imaging to Computer Image Analysis of Fine Art', 'Tangible image studio for digital imaging in product design', 'Digital imaging in the radiation oncology environment: A personal computer local area network solution', 'Potential usefulness of digital imaging in clinical diagnostic radiology: Computer-aided diagnosis', 'Basics of computer technology and digital imaging']","['State of the Art in Digital Media and Applications', 'Conference Proceedings of the Society for Experimental Mechanics Series', '', 'Biological Electron Microscopy', 'Pro Android UI', 'International Journal of Computer Assisted Radiology and Surgery', 'Signal Processing and Multimedia', 'Classic Papers in Modern Diagnostic Radiology', 'Advances in Noninvasive Cardiology', 'Digital Cardiac Imaging', 'Arts and Technology', 'International Journal on Interactive Design and Manufacturing', 'Journal of Digital Imaging', 'Journal of Digital Imaging', 'DigitalEvolution in Radiology']","(""Computer"" OR ""Design tool"" OR ""Digital imaging"" OR ""Digital media"") AND (title: ""Digital Imaging"")","4","['Digital Imaging', 'Digital Imaging', 'Digital Imaging', 'Digital Imaging']","['State of the Art in Digital Media and Applications', 'International Journal of Computer Assisted Radiology and Surgery', 'Classic Papers in Modern Diagnostic Radiology', 'Practical Informatics for Cytopathology']","True","18:16:30"
"(""Acoustic cryptanalysis"" OR ""Echo suppression and cancellation"" OR ""Program optimization"")","4120","['RSA Key Extraction via Low-Bandwidth Acoustic Cryptanalysis', 'Acoustic Cryptanalysis', 'Reflections on program optimization', 'A Cookbook for Optimal Interprocedural Program Optimization', 'Source program optimization with a generalized FOR statement', 'Control-sample program optimization for AES-2006', 'Some testing-program optimization problems for complex systems', 'Program optimization for shared virtual memory systems', 'Temperature program optimization in a nonisothermal experiment', 'Mixed computations and program optimization', 'Proposed Coordinated U.S. PWR Reactor Vessel Surveillance Program: An Updated Summary Including Program Optimization', 'The use of metasystem transition in theorem proving and program optimization', 'Program optimization for concurrent multithreaded architectures', 'Program optimization with logic program transformation', 'An Effective Framework of Program Optimization for High Performance Computing', 'Program Optimization in the Domain of High-Performance Parallelism', 'Formal Program Optimization in Nuprl Using Computational Equivalence and Partial Types', 'Representing proof transformations for program optimization', 'Program Optimization for Real-Time Performance']","['Advances in Cryptology – CRYPTO 2014', 'Journal of Cryptology', 'Static Analysis', 'Optimal Interprocedural Program Optimization', 'BIT Numerical Mathematics', 'Atomic Energy', 'Measurement Techniques', 'High-Performance Computing and Networking', 'Theoretical and Experimental Chemistry', 'Cybernetics', 'Proceedings of the 15th International Conference on Environmental Degradation of Materials in Nuclear Power Systems — Water Reactors', 'Automata, Languages and Programming', 'Languages and Compilers for Parallel Computing', 'System Modelling and Optimization', 'Computer Engineering and Technology', 'Domain-Specific Program Generation', 'Interactive Theorem Proving', 'Automated Deduction — CADE-12', 'Making Robots Smarter']","(""Acoustic cryptanalysis"" OR ""Echo suppression and cancellation"" OR ""Program optimization"") AND (title: ""RSA Key Extraction via Low-Bandwidth Acoustic Cryptanalysis"")","1","['RSA Key Extraction via Low-Bandwidth Acoustic Cryptanalysis']","['Advances in Cryptology – CRYPTO 2014']","True","18:17:25"
"(""Mathematical optimization"" OR ""Numerical analysis"" OR ""Program optimization"" OR ""Robotics"")","697210","['Mathematische Optimierung und Wirtschaftsmathematik | Mathematical Optimization and Economathematics', 'Parallel Computing and Mathematical Optimization', 'Mathematical Optimization Techniques', 'Source program optimization with a generalized FOR statement', 'Reflections on program optimization', 'Interventional telemedicine for noninvasive neuroradiosurgery: Remote-site high-performance computing, mathematical optimization, and virtual scenario simulation', 'Adaptive Finite Elements and Mathematical Optimization Methods', 'Program Optimization for Real-Time Performance', 'Mixed computations and program optimization', 'Mathematical Optimization', 'Mathematical optimization in intensity modulated radiation therapy', 'A Cookbook for Optimal Interprocedural Program Optimization']","['Lecture Notes in Economics and Mathematical Systems', 'Journal of the Operational Research Society', 'BIT Numerical Mathematics', 'Static Analysis', 'Journal of Medical Systems', 'Process Machine Interactions', 'Making Robots Smarter', 'Cybernetics', 'Encyclopedia of Systems Biology', 'Annals of Operations Research', 'Optimal Interprocedural Program Optimization']","(""Mathematical optimization"" OR ""Numerical analysis"" OR ""Program optimization"" OR ""Robotics"") AND (title: ""Mathematische Optimierung und Wirtschaftsmathematik | Mathematical Optimization and Economathematics"")","0","['Mathematische Optimierung und Wirtschaftsmathematik | Mathematical Optimization and Economathematics']","[]","True","18:17:42"
